Geneid	Chr	Start	End	Length
XP_003659450.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4463225;4463681;4464067;4464231;4464906;4465708	4463599;4463986;4464133;4464328;4465627;4465819	1680
XP_003659451.1	NC_016472;NC_016472;NC_016472	4466517;4466713;4466997	4466643;4466937;4467085	441
XP_003659452.1	NC_016472;NC_016472;NC_016472	4467217;4468072;4469820	4468017;4469677;4470397	2985
XP_003659453.1	NC_016472;NC_016472;NC_016472	4470904;4471188;4471340	4471114;4471270;4472779	1734
XP_003659454.1	NC_016472;NC_016472	4509225;4509607	4509311;4509765	246
XP_003659455.1	NC_016472	4573599	4573796	198
XP_003659456.1	NC_016472	4586967	4587146	180
XP_003659457.1	NC_016472	4592753	4592938	186
XP_003659458.1	NC_016472	4629405	4631387	1983
XP_003659459.1	NC_016472;NC_016472;NC_016472	4631880;4632813;4633257	4632741;4633132;4633322	1248
XP_003659460.1	NC_016472;NC_016472	4634028;4635076	4634988;4635716	1602
XP_003659461.1	NC_016472;NC_016472	4636404;4636820	4636686;4637067	531
XP_003659462.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4637513;4637980;4639052;4639334;4639557	4637805;4638996;4639255;4639431;4639609	1665
XP_003659463.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4640567;4640767;4641021;4641245;4641425;4641760;4641900;4642034;4642162;4642326	4640655;4640928;4641148;4641356;4641651;4641834;4641970;4642101;4642238;4642768	1452
XP_003659464.1	NC_016472;NC_016472;NC_016472	4644353;4644450;4644747	4644382;4644667;4644804	306
XP_003659465.1	NC_016472;NC_016472;NC_016472	4647081;4647519;4647772	4647450;4647684;4647895	660
XP_003659466.1	NC_016472;NC_016472;NC_016472	4648748;4648873;4649047	4648815;4648984;4653138	4272
XP_003659467.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4653540;4654059;4654344;4654881;4655159;4656543	4653971;4654270;4654471;4654884;4656363;4656583	2022
XP_003659468.1	NC_016472	4657618	4660857	3240
XP_003659469.1	NC_016472;NC_016472;NC_016472	4661320;4662258;4662378	4662195;4662308;4662731	1281
XP_003659470.1	NC_016472;NC_016472;NC_016472	4663604;4663860;4664027	4663718;4663973;4664049	252
XP_003659471.1	NC_016472	4664673	4665224	552
XP_003659472.1	NC_016472;NC_016472;NC_016472	4666455;4667263;4667970	4667150;4667816;4668006	1287
XP_003659473.1	NC_016472	4668235	4668813	579
XP_003659474.1	NC_016472;NC_016472	4671813;4672611	4672500;4672720	798
XP_003659475.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4673451;4673725;4675417;4677813;4678086;4678439	4673642;4675362;4677747;4678019;4678373;4679638	5856
XP_003659476.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4680255;4680448;4680865;4680983;4681137;4681315;4682079	4680366;4680802;4680903;4681002;4681235;4681992;4682386	1611
XP_003659477.1	NC_016472;NC_016472	4690418;4690890	4690814;4691092	600
XP_003659478.1	NC_016472	4691914	4693140	1227
XP_003659479.1	NC_016472;NC_016472	4696307;4696854	4696740;4699710	3291
XP_003659480.1	NC_016472;NC_016472;NC_016472	4700381;4700669;4701073	4700568;4700985;4701332	765
XP_003659481.1	NC_016472	4702072	4703025	954
XP_003659482.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4704501;4704648;4704766;4704934;4705635;4706285	4704544;4704688;4704863;4705585;4706218;4706308	1443
XP_003659483.1	NC_016472;NC_016472	4707552;4707952	4707870;4708073	441
XP_003659484.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4708677;4709074;4709297;4709395;4709559	4709005;4709233;4709303;4709491;4709652	687
XP_003659485.1	NC_016472;NC_016472	4710371;4712240	4712184;4712519	2094
XP_003659486.1	NC_016472;NC_016472	4712869;4713004	4712935;4713623	687
XP_003659487.1	NC_016472	4713871	4715061	1191
XP_003659488.1	NC_016472	4716124	4716879	756
XP_003659489.1	NC_016472;NC_016472;NC_016472;NC_016472	4717190;4718364;4718851;4718989	4718316;4718793;4718929;4719911	2559
XP_003659490.1	NC_016472;NC_016472	4721070;4721490	4721439;4721545	426
XP_003659491.1	NC_016472;NC_016472;NC_016472	4722700;4724158;4724354	4724088;4724186;4724522	1587
XP_003659492.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4727677;4729771;4729947;4730133;4730315	4729713;4729869;4730064;4730227;4730488	2523
XP_003659493.1	NC_016472	4732619	4733263	645
XP_003659494.1	NC_016472;NC_016472;NC_016472	4734283;4736027;4738496	4735962;4738417;4741075	6651
XP_003659495.1	NC_016472	4743546	4743833	288
XP_003659496.1	NC_016472	4746189	4747139	951
XP_003659497.1	NC_016472;NC_016472;NC_016472	4748858;4749104;4750434	4749043;4750327;4750442	1419
XP_003659498.1	NC_016472;NC_016472	4751753;4752812	4752722;4752990	1149
XP_003659499.1	NC_016472;NC_016472;NC_016472	4754563;4754892;4755403	4754819;4755343;4756100	1407
XP_003659500.1	NC_016472;NC_016472;NC_016472	4756949;4757571;4757899	4757479;4757816;4757955	834
XP_003659501.1	NC_016472;NC_016472;NC_016472	4759319;4760108;4762354	4760050;4762291;4762770	3333
XP_003659502.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4763601;4763803;4763945;4764245;4764674;4764783	4763731;4763876;4764183;4764620;4764718;4764955	1038
XP_003659503.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4767284;4767648;4768058;4768191;4768513;4769240;4769536	4767578;4767996;4768135;4768460;4769176;4769482;4770402	2766
XP_003659504.1	NC_016472;NC_016472	4771430;4772224	4772031;4773148	1527
XP_003659505.1	NC_016472;NC_016472	4775373;4775829	4775744;4776041	585
XP_003659506.1	NC_016472;NC_016472;NC_016472;NC_016472	4777225;4777514;4777719;4778485	4777433;4777638;4778402;4778729	1263
XP_003659507.1	NC_016472;NC_016472	4779531;4780431	4780297;4781007	1344
XP_003659508.1	NC_016472	4782240	4783397	1158
XP_003659509.1	NC_016472	4787398	4787793	396
XP_003659510.1	NC_016472;NC_016472	4790017;4791624	4791513;4791965	1839
XP_003659511.1	NC_016472;NC_016472	4792533;4792927	4792851;4794659	2052
XP_003659512.1	NC_016472	4796176	4798368	2193
XP_003659513.1	NC_016472;NC_016472	4800415;4800719	4800617;4800836	321
XP_003659514.1	NC_016472;NC_016472;NC_016472	4802946;4803495;4804799	4803417;4804717;4806163	3060
XP_003659515.1	NC_016472;NC_016472;NC_016472;NC_016472	4809633;4809840;4810225;4810614	4809785;4809990;4810348;4810836	651
XP_003659516.1	NC_016472	4814965	4816653	1689
XP_003659517.1	NC_016472;NC_016472	4817255;4818806	4818749;4819143	1833
XP_003659518.1	NC_016472;NC_016472	4821252;4822096	4822034;4822635	1323
XP_003659519.1	NC_016472	4823326	4824792	1467
XP_003659520.1	NC_016472;NC_016472	4830098;4830391	4830333;4831798	1644
XP_003659521.1	NC_016472	4835489	4836439	951
XP_003659522.1	NC_016472;NC_016472;NC_016472	4838229;4838741;4839272	4838674;4839174;4839555	1164
XP_003659523.1	NC_016472	4840382	4840540	159
XP_003659524.1	NC_016472	4841817	4842536	720
XP_003659525.1	NC_016472;NC_016472;NC_016472;NC_016472	4843314;4843606;4844010;4844159	4843468;4843889;4844055;4844249	576
XP_003659526.1	NC_016472;NC_016472;NC_016472	4844852;4844987;4845890	4844897;4845721;4846146	1038
XP_003659527.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4852199;4852291;4852472;4852648;4853124	4852218;4852363;4852578;4852901;4853131	462
XP_003659528.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4853793;4854015;4854712;4854907;4855033;4855162	4853879;4854531;4854716;4854956;4855064;4855217	747
XP_003659529.1	NC_016472;NC_016472;NC_016472;NC_016472	4856765;4856947;4857062;4857439	4856805;4856965;4857377;4857902	840
XP_003659530.1	NC_016472;NC_016472;NC_016472;NC_016472	4860722;4860949;4861330;4861825	4860835;4861269;4861776;4862247	1305
XP_003659531.1	NC_016472;NC_016472;NC_016472	4864385;4864597;4864721	4864407;4864637;4865361	705
XP_003659532.1	NC_016472;NC_016472	4867267;4867374	4867317;4868180	858
XP_003659533.1	NC_016472	4898030	4898236	207
XP_003659534.1	NC_016472;NC_016472	4898791;4899490	4899421;4902584	3726
XP_003659535.1	NC_016472;NC_016472;NC_016472;NC_016472	4902955;4903162;4903379;4903913	4903091;4903303;4903851;4904132	972
XP_003659536.1	NC_016472;NC_016472;NC_016472;NC_016472	4905368;4905634;4906060;4906318	4905413;4905937;4906237;4906368	579
XP_003659537.1	NC_016472	4907343	4908548	1206
XP_003659538.1	NC_016472;NC_016472;NC_016472	4910239;4910607;4911257	4910533;4911135;4911872	1440
XP_003659539.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4912499;4912606;4912793;4912915;4913061	4912510;4912639;4912805;4912984;4913210	279
XP_003659540.1	NC_016472;NC_016472	4913721;4915316	4915211;4917397	3573
XP_003659541.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4918225;4918698;4918815;4919011;4919299	4918642;4918756;4918874;4919223;4919487	939
XP_003659542.1	NC_016472;NC_016472;NC_016472	4920198;4920343;4921192	4920265;4921094;4921769	1398
XP_003659543.1	NC_016472;NC_016472;NC_016472;NC_016472	4922942;4926625;4926842;4927540	4926559;4926782;4927306;4927555	4257
XP_003659544.1	NC_016472;NC_016472;NC_016472;NC_016472	4932987;4933120;4933878;4934294	4933020;4933811;4934195;4937008	3759
XP_003659545.1	NC_016472;NC_016472	4937998;4940159	4940008;4940172	2025
XP_003659546.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4940947;4941281;4942486;4943228;4943427	4941223;4942427;4943160;4943251;4943556	2253
XP_003659547.1	NC_016472;NC_016472;NC_016472;NC_016472	4944487;4944580;4944912;4945199	4944495;4944805;4945051;4945201	378
XP_003659548.1	NC_016472;NC_016472;NC_016472	4945572;4945968;4946369	4945685;4946303;4946521	603
XP_003659549.1	NC_016472;NC_016472;NC_016472	4947438;4947573;4947757	4947503;4947665;4948260	663
XP_003659550.1	NC_016472;NC_016472	4948612;4949360	4949266;4949733	1029
XP_003659551.1	NC_016472;NC_016472	4950238;4950370	4950310;4951733	1437
XP_003659552.1	NC_016472;NC_016472	4953810;4954323	4954247;4954544	660
XP_003659553.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4958912;4959174;4960171;4960384;4960461;4960570;4960750;4960971;4961060;4961307;4961478	4959036;4960045;4960308;4960411;4960513;4960695;4960913;4961005;4961252;4961418;4961746	2115
XP_003659554.1	NC_016472	4962589	4962786	198
XP_003659555.1	NC_016472;NC_016472;NC_016472;NC_016472	4963826;4964181;4964404;4965344	4964100;4964321;4965237;4966031	1938
XP_003659556.1	NC_016472;NC_016472	4967584;4968055	4967808;4968213	384
XP_003659557.1	NC_016472	4968698	4971679	2982
XP_003659558.1	NC_016472;NC_016472;NC_016472	4973665;4974271;4974652	4974183;4974576;4974732	906
XP_003659559.1	NC_016472	4975288	4976562	1275
XP_003659560.1	NC_016472;NC_016472	4977458;4978016	4977943;4978657	1128
XP_003659561.1	NC_016472;NC_016472;NC_016472;NC_016472	4979743;4980407;4982476;4983220	4980243;4982418;4983166;4983579	3564
XP_003659562.1	NC_016472;NC_016472;NC_016472	4986218;4986756;4986911	4986683;4986841;4987840	1482
XP_003659563.1	NC_016472	4989591	4990487	897
XP_003659564.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	4991066;4991998;4992235;4992304;4992463;4992543;4992701;4992815	4991941;4992166;4992246;4992400;4992484;4992637;4992734;4992847	1338
XP_003659565.1	NC_016472;NC_016472;NC_016472	4994048;4994224;4994365	4994166;4994302;4995321	1155
XP_003659566.1	NC_016472	4995494	4997056	1563
XP_003659567.1	NC_016472	4997712	5004341	6630
XP_003659568.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5005034;5005328;5005876;5006272;5006564	5005241;5005814;5006209;5006502;5007097	1794
XP_003659569.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5008454;5008570;5008903;5009061;5009352;5009553	5008504;5008809;5008979;5009289;5009494;5010969	2157
XP_003659570.1	NC_016472	5011705	5012322	618
XP_003659571.1	NC_016472;NC_016472;NC_016472	5013001;5013273;5013663	5013192;5013574;5013768	600
XP_003659572.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5014467;5014617;5014832;5016393;5016644	5014550;5014741;5016299;5016504;5016648	1794
XP_003659573.1	NC_016472;NC_016472;NC_016472;NC_016472	5017298;5017504;5018941;5020751	5017405;5018880;5020622;5021093	3510
XP_003659574.1	NC_016472;NC_016472	5022758;5023081	5023011;5023849	1023
XP_003659575.1	NC_016472	5024021	5025247	1227
XP_003659576.1	NC_016472	5025650	5028127	2478
XP_003659577.1	NC_016472	5028294	5029457	1164
XP_003659578.1	NC_016472;NC_016472;NC_016472	5038711;5038872;5048523	5038754;5039044;5048680	375
XP_003659579.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5051323;5051470;5051678;5051829;5051904;5051962;5052204	5051433;5051536;5051747;5051855;5051932;5052043;5052327	510
XP_003659580.1	NC_016472;NC_016472	5056254;5057146	5056800;5058308	1710
XP_003659581.1	NC_016472;NC_016472	5061438;5061615	5061488;5061905	342
XP_003659582.1	NC_016472	5062245	5062742	498
XP_003659583.1	NC_016472;NC_016472	5067420;5067754	5067706;5067973	507
XP_003659584.1	NC_016472	5071017	5073683	2667
XP_003659585.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5073998;5074852;5075347;5075624;5075839	5074776;5075281;5075552;5075765;5075934	1653
XP_003659586.1	NC_016472;NC_016472;NC_016472	5077767;5079266;5079557	5079200;5079339;5079584	1536
XP_003659587.1	NC_016472	5080651	5082582	1932
XP_003659588.1	NC_016472;NC_016472	5086845;5088135	5088062;5088182	1266
XP_003659589.1	NC_016472;NC_016472	5089317;5093344	5093224;5094013	4578
XP_003659590.1	NC_016472;NC_016472;NC_016472	5097088;5099677;5099854	5098596;5099799;5100540	2319
XP_003659591.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5104429;5104832;5105486;5105729;5105965	5104728;5105382;5105673;5105877;5106312	1536
XP_003659592.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5107861;5108580;5109019;5109285;5109634;5109849	5108467;5108936;5109157;5109487;5109712;5110011	1548
XP_003659593.1	NC_016472;NC_016472;NC_016472;NC_016472	5111798;5111888;5112119;5112260	5111813;5112057;5112199;5112508	516
XP_003659594.1	NC_016472;NC_016472;NC_016472	5113957;5114120;5114272	5113989;5114203;5114721	567
XP_003659595.1	NC_016472;NC_016472;NC_016472	5115719;5115855;5116079	5115758;5115940;5116411	459
XP_003659596.1	NC_016472;NC_016472	5116885;5117790	5117724;5117837	888
XP_003659597.1	NC_016472;NC_016472;NC_016472	5119281;5119412;5120133	5119355;5120077;5120594	1203
XP_003659598.1	NC_016472;NC_016472	5123099;5123943	5123893;5126117	2970
XP_003659599.1	NC_016472;NC_016472;NC_016472	5126947;5127085;5127897	5127030;5127817;5128099	1020
XP_003659600.1	NC_016472;NC_016472;NC_016472	5129633;5130261;5131951	5130193;5131898;5133012	3261
XP_003659601.1	NC_016472;NC_016472	5133890;5134720	5134560;5134762	714
XP_003659602.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5135187;5135292;5135414;5135832;5136059	5135236;5135325;5135774;5135993;5136240	789
XP_003659603.1	NC_016472;NC_016472	5138036;5139135	5139069;5139924	1824
XP_003659604.1	NC_016472	5140970	5142310	1341
XP_003659605.1	NC_016472;NC_016472;NC_016472	5142981;5143206;5143819	5143121;5143447;5143951	516
XP_003659606.1	NC_016472;NC_016472	5144325;5144743	5144387;5145660	981
XP_003659607.1	NC_016472;NC_016472;NC_016472;NC_016472	5146095;5146236;5146742;5146942	5146164;5146532;5146818;5146959	462
XP_003659608.1	NC_016472;NC_016472	5147553;5148089	5148003;5148690	1053
XP_003659609.1	NC_016472;NC_016472	5150011;5150331	5150199;5151329	1188
XP_003659610.1	NC_016472;NC_016472	5152624;5153167	5153092;5153489	792
XP_003659611.1	NC_016472;NC_016472	5154703;5155394	5155141;5156394	1440
XP_003659612.1	NC_016472	5157192	5157905	714
XP_003659613.1	NC_016472;NC_016472	5158980;5159952	5159894;5161796	2760
XP_003659614.1	NC_016472;NC_016472;NC_016472	5162848;5162950;5163147	5162894;5163082;5163305	339
XP_003659615.1	NC_016472;NC_016472	5164177;5164247	5164182;5165386	1146
XP_003659616.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5166177;5166261;5166425;5166877;5166969;5167048;5167158;5167392;5167485;5167637	5166179;5166279;5166806;5166908;5166991;5167096;5167274;5167425;5167575;5167672	786
XP_003659617.1	NC_016472	5168632	5169237	606
XP_003659618.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5171013;5171533;5171772;5171861;5172066	5171389;5171663;5171798;5171976;5172092	678
XP_003659619.1	NC_016472;NC_016472;NC_016472;NC_016472	5175006;5175242;5176840;5177255	5175097;5176746;5177203;5177750	2457
XP_003659620.1	NC_016472	5178296	5179582	1287
XP_003659621.1	NC_016472;NC_016472;NC_016472	5182412;5182808;5183164	5182707;5183045;5183997	1368
XP_003659622.1	NC_016472;NC_016472;NC_016472	5184409;5184795;5185343	5184675;5185156;5185412	699
XP_003659623.1	NC_016472	5190676	5190951	276
XP_003659624.1	NC_016472;NC_016472	5210313;5210650	5210446;5212348	1833
XP_003659625.1	NC_016472;NC_016472	5213764;5214081	5213904;5214311	372
XP_003659626.1	NC_016472;NC_016472;NC_016472	5214803;5215132;5215607	5214894;5215544;5216310	1209
XP_003659627.1	NC_016472;NC_016472;NC_016472	5219268;5219640;5220698	5219578;5220623;5220815	1413
XP_003659628.1	NC_016472	5247306	5247563	258
NC_016472:00021	NC_016472	5261497	5261568	72
NC_016472:00022	NC_016472	5261574	5261658	85
XP_003659629.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5261982;5262055;5262378;5262549;5262767	5261983;5262322;5262489;5262678;5263238	984
XP_003659630.1	NC_016472	5264315	5266102	1788
XP_003659631.1	NC_016472	5267038	5269137	2100
XP_003659632.1	NC_016472;NC_016472;NC_016472;NC_016472	5269692;5269927;5270082;5270972	5269870;5270013;5270904;5271142	1260
XP_003659633.1	NC_016472;NC_016472;NC_016472	5271290;5272251;5272524	5272185;5272440;5273159	1722
XP_003659634.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5274041;5274259;5274513;5274702;5274900	5274074;5274420;5274622;5274819;5274961	486
XP_003659635.1	NC_016472;NC_016472;NC_016472;NC_016472	5275341;5275930;5276274;5276915	5275881;5276220;5276866;5276998	1509
XP_003659636.1	NC_016472;NC_016472	5279850;5280300	5280230;5282267	2349
XP_003659637.1	NC_016472;NC_016472	5285321;5285498	5285414;5285634	231
XP_003659638.1	NC_016472;NC_016472	5286062;5287167	5287114;5287934	1821
XP_003659639.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5290343;5290518;5290860;5291091;5291360;5291691;5292020;5292472;5292582;5292823	5290435;5290704;5290999;5291274;5291510;5291824;5292088;5292512;5292748;5292991	1335
XP_003659640.1	NC_016472;NC_016472	5295132;5296631	5296523;5296867	1629
XP_003659641.1	NC_016472;NC_016472	5297654;5298822	5298720;5298858	1104
XP_003659642.1	NC_016472	5299476	5300930	1455
XP_003659643.1	NC_016472	5301724	5303142	1419
XP_003659644.1	NC_016472	5304034	5304273	240
XP_003659645.1	NC_016472	5304899	5306263	1365
XP_003659646.1	NC_016472;NC_016472	5307790;5308337	5308272;5308942	1089
XP_003659647.1	NC_016472;NC_016472;NC_016472;NC_016472	5310647;5310736;5312692;5314240	5310672;5312622;5314141;5314437	3561
XP_003659648.1	NC_016472;NC_016472	5315980;5316549	5316478;5319163	3114
XP_003659649.1	NC_016472;NC_016472;NC_016472	5320055;5320709;5321180	5320645;5321052;5321495	1251
XP_003659650.1	NC_016472;NC_016472	5324118;5324795	5324732;5325085	906
XP_003659651.1	NC_016472;NC_016472;NC_016472	5325618;5325883;5326205	5325819;5326153;5326994	1263
XP_003659652.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5327320;5327626;5327957;5328181;5328342	5327514;5327843;5328044;5328200;5328387	567
XP_003659653.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	5328821;5329095;5329215;5329478;5330092	5328908;5329132;5329289;5330012;5330171	816
XP_003659654.1	NC_016472	5330365	5333514	3150
XP_003659655.1	NC_016472	5334443	5337319	2877
XP_003659656.1	NC_016472;NC_016472	5342702;5343017	5342819;5343720	822
XP_003659657.1	NC_016472;NC_016472	5346168;5346386	5346309;5348490	2247
XP_003659658.1	NC_016472	5349286	5350032	747
XP_003659659.1	NC_016472;NC_016472	5350512;5351436	5351361;5351641	1056
XP_003659660.1	NC_016472;NC_016472	5352739;5353088	5352954;5354152	1281
XP_003659661.1	NC_016472;NC_016472;NC_016472;NC_016472	5354648;5355404;5355663;5355876	5355319;5355556;5355691;5356095	1074
